Map site number,Site Name,Site Code,Department,Province,District,Latitude,Longitude,On-site measurement,Google Earth,Recorded,Site Location notes (Satellite imagery 2020), 
369,Iquique,-,Loreto,Maynas,Indiana,-3.480113861,-72.98039727,No,99,116,-,"RIVAS PANDURO, Santiago; Ricardo CHIRINOS PORTOCARRERO; Lúcia BORBA. 2008. Diagnóstico ambiental del componente socio-cultural y arqueología. 115 pp. Zonificación Ecológica Económica Bellavista-Mazán. Informe presentado al PEDICP. Iquitos, Perú."
370,Santa Cruz,MZ-01,Loreto,Maynas,Mazán,-3.516185971,-73.13474176,No,94,113,-,"VICENTE HUAMANÍ, Rúlfer. 2013. Identificación y delimitación de zonas culturales intangibles. Informe Final para el proyecto: “Saneamiento y Titulación de Predios Rurales para el Desarrollo Alternativo, Integral y Sostenible”. Distrito de Mazán, Provincia de Maynas – región Loreto. GOREL / DEVIDA. Iquitos, Perú."
371,Huaman Urco,MZ-02,Loreto,Maynas,Mazán,-3.316524209,-73.2172444,No,102,107,-,"VICENTE HUAMANÍ, Rúlfer. 2013. Identificación y delimitación de zonas culturales intangibles. Informe Final para el proyecto: “Saneamiento y Titulación de Predios Rurales para el Desarrollo Alternativo, Integral y Sostenible”. Distrito de Mazán, Provincia de Maynas – región Loreto. GOREL / DEVIDA. Iquitos, Perú."
372,Auca Cocha,-,Loreto,Maynas,Mazán,-3.29223,-72.848,No,101,-,-,"ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2019. ""La arqueología del río Napo: noticias recientes y desafíos futuros"" Pp. 331-352. Revista del Museo de la Plata, Volumen 4, Buenos Aires, Argentina. "
373,Santa Rosa,-,Loreto,Maynas,Mazán,-3.32845,-73.0134,No,90,-,-,"ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2019. ""La arqueología del río Napo: noticias recientes y desafíos futuros"" Pp. 331-352. Revista del Museo de la Plata, Volumen 4, Buenos Aires, Argentina. "
374,Urco Miraño,-,Loreto,Maynas,Mazán,-3.36061,-73.0645,No,100,-,-,"ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2019. ""La arqueología del río Napo: noticias recientes y desafíos futuros"" Pp. 331-352. Revista del Museo de la Plata, Volumen 4, Buenos Aires, Argentina. "
375,Bello Horizonte,-,Loreto,Maynas,Mazán,-3.42489,-73.1068,No,96,-,-,"ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2019. ""La arqueología del río Napo: noticias recientes y desafíos futuros"" Pp. 331-352. Revista del Museo de la Plata. Volumen 4, Buenos Aires, Argentina. "
376,Puerto Alegre ,-,Loreto,Maynas,Mazán,-3.51005,-73.1164,No,103,-,-,"ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2019. ""La arqueología del río Napo: noticias recientes y desafíos futuros"" Pp. 331-352. Revista del Museo de la Plata, Volumen 4, Buenos Aires, Argentina. "
377,Cayapoza,MZ-03,Loreto,Maynas,Mazán,-3.430948624,-73.15971681,No,102,113,-,"VICENTE HUAMANÍ, Rúlfer. 2013. Identificación y delimitación de zonas culturales intangibles. Informe Final para el proyecto: “Saneamiento y Titulación de Predios Rurales para el Desarrollo Alternativo, Integral y Sostenible”. Distrito de Mazán, Provincia de Maynas – región Loreto. GOREL / DEVIDA. Iquitos, Perú."
378,Sucusari,MZ-04,Loreto,Maynas,Mazán,-3.24357889,-72.92976341,No,93,106,-,"VICENTE HUAMANÍ, Rúlfer. 2013. Identificación y delimitación de zonas culturales intangibles. Informe Final para el proyecto: “Saneamiento y Titulación de Predios Rurales para el Desarrollo Alternativo, Integral y Sostenible”. Distrito de Mazán, Provincia de Maynas – región Loreto. GOREL / DEVIDA. Iquitos, Perú."
379,Mangua,MZ-05,Loreto,Maynas,Mazán,-3.316645554,-72.7827358,No,98,107,-,"VICENTE HUAMANÍ, Rúlfer. 2013. Identificación y delimitación de zonas culturales intangibles. Informe Final para el proyecto: “Saneamiento y Titulación de Predios Rurales para el Desarrollo Alternativo, Integral y Sostenible”. Distrito de Mazán, Provincia de Maynas – región Loreto. GOREL / DEVIDA. Iquitos, Perú."
380,M.A. Chacra Horizonte,LO-Napo 006.,Loreto,Maynas,Napo,-2.90659058,-73.45354255,No,119,112,-,"ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2013. Exploración arqueológica por el río Napo. Amazonía peruana. 24 pp. Informe N° 001 2013 / EARN / SRP / MA-K  presentado a la Dirección Desconcentrada de Cultura de Loreto del Ministerio de Cultura. Iquitos, Perú."
381,M.A. San Felipe Escuela,LO-Napo 007.,Loreto,Maynas,Napo,-2.919225832,-73.47409712,No,106,115,At the edge of river,"ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2013. Exploración arqueológica por el río Napo. Amazonía peruana. 24 pp. Informe N° 001 2013 / EARN / SRP / MA-K  presentado a la Dirección Desconcentrada de Cultura de Loreto del Ministerio de Cultura. Iquitos, Perú."
382,M.A. Negro Urco (zona A)        ,LO-Napo 008.,Loreto,Maynas,Napo,-3.020268003,-73.38967686,No,107,120,-,"ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2013. Exploración arqueológica por el río Napo. Amazonía peruana. 24 pp. Informe N° 001 2013 / EARN / SRP / MA-K  presentado a la Dirección Desconcentrada de Cultura de Loreto del Ministerio de Cultura. Iquitos, Perú."
383,M.A. Negro Urco (zona B),-,Loreto,Maynas,Napo,-3.020571995,-73.38733756,No,105,120,At the edge of river,"ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2013. Exploración arqueológica por el río Napo. Amazonía peruana. 24 pp. Informe N° 001 2013 / EARN / SRP / MA-K  presentado a la Dirección Desconcentrada de Cultura de Loreto del Ministerio de Cultura. Iquitos, Perú."
384,Nashiño,SA-3,Loreto,Maynas,Napo,-1.587789142,-75.20612631,No,161,165,-,"SICCHA GARCÍA, Johnny Rohoy, 2007. Proyecto de evaluación arqueológica sin excavaciones para el área de adquisición sísmica en el Lote 39, Loreto, Perú. 59 PP. Informe Final presentado al Instituto Nacional de Cultura. Lima, Perú. //GEMA. 2008. Estudio de Línea Base Social del EIA Ampliación de 454 km de líneas sísmicas 2D Lote 39, para la empresa Repsol. 91 pp. Lima, Perú. // GEMA. 2008. Plan de Abandono Parcial de la Prospección Sísmica 2D (100 km) del Lote 39, para la empresa Repsol. 131 pp. Lima, Perú. // GEMA. 2010. Línea Base Social del EIA Prospección Sísmica 3D y perforación de veintiún (21) pozos exploratorios – Lote 39, para la empresa Repsol. 184 pp. Lima, Perú."
385,Buena Vista ,SA-1,Loreto,Maynas,Napo,-2.115698512,-74.86222088,No,146,158,-,"SICCHA GARCÍA, Johnny Rohoy, 2007.  Proyecto de evaluación arqueológica sin excavaciones para el área de adquisición sísmica en el Lote 39, Loreto, Perú”. 59 PP. Informe Final presentado al Instituto Nacional de Cultura. Lima, Perú. // GEMA. 2010. Línea Base Social del EIA Prospección Sísmica 3D y perforación de veintiún (21) pozos exploratorios – Lote 39, para la empresa Repsol. 184 pp. Lima, Perú."
386,Flor de Coco,SA-2,Loreto,Maynas,Napo,-2.154984967,-74.91148129,No,146,160,At the edge of river,"SICCHA GARCÍA, Johnny Rohoy, 2007. Proyecto de evaluación arqueológica sin excavaciones para el área de adquisición sísmica en el Lote 39, Loreto, Perú. 59 PP. Informe Final presentado al Instituto Nacional de Cultura. Lima, Perú. // GEMA. 2008. Estudio de Línea Base Social del EIA Ampliación de 454 km de líneas sísmicas 2D Lote 39, para la empresa Repsol. 91 pp. Lima, Perú. // GEMA. 2010. Línea Base Social del EIA Prospección Sísmica 3D y perforación de veintiún (21) pozos exploratorios – Lote 39, para la empresa Repsol. 184 pp. Lima, Perú."
387,Buena Vista Viejo,-,Loreto,Maynas,Napo,-1.921748788,-75.31444964,No,175,-,-,"GEMA. 2008. Estudio de Línea Base Social del EIA Ampliación de 454 km de líneas sísmicas 2D Lote 39, para la empresa Repsol. 91 pp. Lima, Perú."
388,Petrona  Isla,-,Loreto,Maynas,Napo,-3.465027116,-73.0463374,No,105,-,-,Acta de donación Prof. Carlos Alfredo Garcia Cordova del 06-10-2014
389,M.A. San Rafael,LO-Curar 001.,Loreto,Maynas,Napo,-2.36341081,-74.11122336,No,129,133,-,"ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2013. Exploración arqueológica por el río Napo. Amazonía peruana. 24 pp. Informe N° 001 2013 / EARN / SRP / MA-K  presentado a la Dirección Desconcentrada de Cultura de Loreto del Ministerio de Cultura. Iquitos, Perú."
390,M.A. Chacra Figueroa,LO-Curar 002,Loreto,Maynas,Napo,-2.332942407,-74.09517204,No,134,139,At the edge of river,"ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2013. Exploración arqueológica por el río Napo. Amazonía peruana. 24 pp. Informe N° 001 2013 / EARN / SRP / MA-K  presentado a la Dirección Desconcentrada de Cultura de Loreto del Ministerio de Cultura. Iquitos, Perú."
391,M.A. Fuerte Pantoja (Sector A)      ,LO-Napo 001,Loreto,Maynas,Torres Causana,-0.9704815166,-75.17965241,No,172,188,-,"RIVAS PANDURO, Santiago. 2011.  Supervisión técnica de campo al proyecto: “Plan de Monitoreo Arqueológico en el Sector Norte del Lote 121 en: Campamento Base Logístico Norte Base Pantoja, Campamento Sub Base Logístico Norte Base Arcadia, Construcción de la Plataforma Nashiño 5X y Plataforma Nashiño 6X”. 11 pp. Informe N° 031-2011/AA/MC-DRC-LOR/SRP presentado a la Dirección Desconcentrada de Cultura del Ministerio de Cultura. Iquitos, Perú. // CHAMORRO CASTILLO, Violeta. 2011. Plan de monitoreo arqueológico en el sector norte del Lote 121 en: Campamento Base Logístico Pantoja, Campamento Subbase Logístico Arcadia, Plataforma Nashiño 5X y Plataforma Nashiño 6X. Maynas, Loreto. 129 pp. Informe Final presentado al Ministerio de Cultura. Lima, Perú. // MURGA PASTOR, Leonardo. 2013. Proyecto de evaluación arqueológica con excavaciones en el Campamento Base Logístico Norte, Base Pantoja, en el Sector Norte del Lote 121. Informe Final presentado al Ministerio de Cultura. Lima, Perú. // MURGA PASTOR, Leonardo. 2013. Proyecto de evaluación arqueológica con excavaciones en el Campamento Base Logístico Norte, Base Pantoja, en el Sector Norte del Lote 121. 67 pp. Adenda del Informe Final presentada al Ministerio de Cultura. Lima, Perú. // ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2013. Exploración arqueológica por el río Napo. Amazonía peruana. 24 pp. Informe N° 001 2013 / EARN / SRP / MA-K  presentado a la Dirección Desconcentrada de Cultura de Loreto del Ministerio de Cultura. Iquitos, Perú."
392,M.A. Fuerte Pantoja (Sector B),-,Loreto,Maynas,Torres Causana,-0.969821078,-75.17946363,No,174,188,-,"RIVAS PANDURO, Santiago. 2011. Informe N° 031-2011/AA/MC-DRC-LOR/SRP de la supervisión técnica de campo al proyecto “Plan de Monitoreo Arqueológico en el Sector Norte del Lote 121 en: Campamento Base Logístico Norte Base Pantoja, Campamento Sub Base Logístico Norte Base Arcadia, Construcción de la Plataforma Nashiño 5X y Plataforma Nashiño 6X”. 11 pp. Presentado a la Dirección Desconcentrada de Cultura del Ministerio de Cultura. Iquitos, Perú. // CHAMORRO CASTILLO, Violeta. 2011. Plan de Monitoreo Arqueológico en el Sector Norte del Lote 121 en: Campamento Base Logístico Pantoja, Campamento Subbase Logístico Arcadia, Plataforma Nashiño 5X y Plataforma Nashiño 6X. Maynas, Loreto. 129 pp. Informe Final presentado al Ministerio de Cultura. Lima, Perú. // MURGA PASTOR, Leonardo. 2013. Proyecto de Evaluación Arqueológica con Excavaciones en el Campamento Base Logístico Norte, Base Pantoja, en el Sector Norte del Lote 121. Informe Final presentado al Ministerio de Cultura. Lima, Perú. // MURGA PASTOR, Leonardo. 2013. Proyecto de Evaluación Arqueológica con Excavaciones en el Campamento Base Logístico Norte, Base Pantoja, en el Sector Norte del Lote 121. 67 pp. Adenda del Informe Final presentada al Ministerio de Cultura. Lima, Perú. // ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2013. Informe N° 001 2013 / EARN / SRP / MA-K,  de la “Exploración Arqueológica por el río Napo. Amazonía peruana”. 24 pp. Informe presentado a la Dirección Desconcentrada de Cultura de Loreto del Ministerio de Cultura. Iquitos, Perú."
393,M.A. Paché,LO-Napo 002,Loreto,Maynas,Torres Causana,-1.113758981,-75.02667767,No,194,193,-,"ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2013. Exploración arqueológica por el río Napo. Amazonía peruana. 24 pp. Informe N° 001 2013 / EARN / SRP / MA-K  presentado a la Dirección Desconcentrada de Cultura de Loreto del Ministerio de Cultura. Iquitos, Perú."
394,M.A. Vencedores,LO-Napo 003,Loreto,Maynas,Torres Causana,-1.1209878,-75.02133859,No,168,178,-,"BOLAÑOS, Aldo. 1990. Observaciones generales sobre la arqueología del río Napo. Pp. 41-48. Gaceta Arqueológica Andina, Volumen V, N° 17. Lima, Perú. // ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2013. Exploración arqueológica por el río Napo. Amazonía peruana. 24 pp. Informe N° 001 2013 / EARN / SRP / MA-K  presentado a la Dirección Desconcentrada de Cultura de Loreto del Ministerio de Cultura. Iquitos, Perú."
395,M.A. Tempestad,LO-Napo 004,Loreto,Maynas,Torres Causana,-1.282958447,-74.88126457,No,155,160,-,"BOLAÑOS, Aldo. 1990. Observaciones generales sobre la arqueología del río Napo. Pp. 41-48. Gaceta Arqueológica Andina, Volumen V, N° 17. Lima, Perú. // ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2013. Exploración arqueológica por el río Napo. Amazonía peruana. 24 pp. Informe N° 001 2013 / EARN / SRP / MA-K  presentado a la Dirección Desconcentrada de Cultura de Loreto del Ministerio de Cultura. Iquitos, Perú."
396,M.A. Angoteros Pampa,LO-Napo 005,Loreto,Maynas,Torres Causana,-1.567081301,-74.61188293,No,154,181,-,"BOLAÑOS, Aldo. 1990. Observaciones generales sobre la arqueología del río Napo. Pp. 41-48. Gaceta Arqueológica Andina, Volumen V, N° 17. Lima, Perú. // ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2013. Exploración arqueológica por el río Napo. Amazonía peruana. 24 pp. Informe N° 001 2013 / EARN / SRP / MA-K  presentado a la Dirección Desconcentrada de Cultura de Loreto del Ministerio de Cultura. Iquitos, Perú."
397,M.A. Sirena del Aguarico,LO-Aguar 001,Loreto,Maynas,Torres Causana,-0.7208094117,-75.2654435,No,188,208,-,"ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2013. Exploración arqueológica por el río Napo. Amazonía peruana. 24 pp. Informe N° 001 2013 / EARN / SRP / MA-K  presentado a la Dirección Desconcentrada de Cultura de Loreto del Ministerio de Cultura. Iquitos, Perú."
398,Fernandito,-,Loreto,Maynas,Las Amazonas,-3.400665907,-72.72494744,Yes,101,-,-,"VERA VEREAU, Melina Maribel; y, Rafael CABANILLAS CALDERÓN. 2006. Inventario y registro del patrimonio cultural de la nación: Región Loreto. 136 pp. Informe Final presentado al Programa Qhapaq Ñan. Iquitos, Perú."
399,Orán,-,Loreto,Maynas,Las Amazonas,-3.477288079,-72.50773321,No,86,103,-,"RAVINES, Rógger. 1999. Tiestos antiguos procedentes de Orán, Loreto. Pp. 7-11. Boletín de Lima, N° 118. Lima, Perú. // MORALES CHOCANO, Daniel. 2001. Informe preliminar sobre los restos arqueológicos de Orán en Iquitos-Perú. 15 pp. Lima, Perú. // RIVAS PANDURO, Santiago; y Thomas MYERS. 2004. Ocupación arqueológica en Orán, río Amazonas, Loreto-Perú. Pp. 133-180. Revista Supay, Año 6, N° 5. Lima, Perú."
400,Roca Eterna,-,Loreto,Maynas,Las Amazonas,-3.46056,-72.5282,No,92,-,-,"ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2019. ""La arqueología del río Napo: noticias recientes y desafíos futuros"" Pp. 331-352. Revista del Museo de la Plata, Volumen 4, Buenos Aires, Argentina. "
401,Aisana (Aysana),-,Loreto,Maynas,Las Amazonas,-3.46388,-72.5273,No,88,-,-,"ARROYO-KALIN, Manuel; y Santiago RIVAS PANDURO. 2019. ""La arqueología del río Napo: noticias recientes y desafíos futuros"" Pp. 331-352. Revista del Museo de la Plata, Volumen 4, Buenos Aires, Argentina. "
402,Mangual,-,Loreto,Maynas,Las Amazonas,-3.40054176,-72.72595524,No,104,93,-,"RIVAS PANDURO, Santiago; Ricardo CHIRINOS PORTOCARRERO; Lúcia BORBA. 2008. Diagnóstico ambiental del componente socio-cultural y arqueología. 115 pp. Zonificación ecológica económica Bellavista-Mazán. Informe presentado al PEDICP. Iquitos, Perú."
403,Colonia San Pablo 1,-,Loreto,Mariscal Ramon Castilla,San Pablo,-4.015973505,-77.11962111,No,174,-,-,"DÁVILA MANRIQUE, Daniel. 2006. Proyecto de evaluación arqueológica de reconocimiento sin excavaciones de los estudios de perfiles integrados para proyectos de Plan Nacional de Electrificación Rural (PNER) – Grupo 10, Sectores 1 y 2, Departamentos de Amazonas, San Martín y Loreto”.  Informe Final presentado al Instituto Nacional de Cultura (hoy Ministerio de Cultura).; RVN° 486-2011-VMPCIC-MC"
404,Colonia San Pablo ,-,Loreto,Mariscal Ramon Castilla,San Pablo,-4.015170614,-77.12242783,No,176,-,-,"DÁVILA MANRIQUE, Daniel. 2006. Proyecto de evaluación arqueológica de reconocimiento sin excavaciones de los estudios de perfiles integrados para royectos de Plan Nacional de Electrificación Rural (PNER) – Grupo 10, Sectores 1 y 2, Departamentos de Amazonas, San Martín y Loreto”.  Informe Final presentado al Instituto Nacional de Cultura (hoy Ministerio de Cultura).; RVN° 486-2011-VMPCIC-MC"
405,AMA-1,-,Loreto,Mariscal Ramon Castilla,Ramon Castilla,-3.942033611,-70.44938183,No,73,-,-,"HARRIS, Joanne M. 1967. The ceramic sequence at Cushillococha. Master´s thesis, University of Illinois, Urbana. // MYERS, Thomas. 1981. Hacia la reconstrucción de los patrones pre-históricos comunales en la hoya Amazónica. Pp. 31-63. Amazonía Peruana, Vol. IV, Nº 7. Lima, Perú. "
406,AMA-2 o Cushillococha 1,-,Loreto,Mariscal Ramon Castilla,Ramon Castilla,-3.938256906,-70.44726813,Yes,69,-,In the river,"HARRIS, Joanne M. 1967. The ceramic sequence at Cushillococha. Master´s thesis, University of Illinois, Urbana. // MYERS, Thomas. 1981. Hacia la reconstrucción de los patrones pre-históricos comunales en la hoya Amazónica. Pp. 31-63. Amazonía Peruana, Vol. IV, Nº 7. Lima, Perú. // RAMÍREZ MARTÍNEZ, Milena del Carmen. 2005. Monitoreo arqueológico en el pequeño sistema eléctrico Caballo Cocha, I Etapa. 59 pp. Informe Final presentado al Instituto Nacional de Cultura (hoy Ministerio de Cultura). Lima, Perú."
407,AMA-3,-,Loreto,Mariscal Ramon Castilla,Ramon Castilla,-3.949123294,-70.38646549,No,85,-,-,"HARRIS, Joanne M. 1967. The ceramic sequence at Cushillococha. Master´s thesis, University of Illinois, Urbana. // MYERS, Thomas. 1981. Hacia la reconstrucción de los patrones pre-históricos comunales en la hoya Amazónica. Pp. 31-63. Amazonía Peruana, Vol. IV, Nº 7. Lima, Perú. "
408,AMA-4,-,Loreto,Mariscal Ramon Castilla,Ramon Castilla,-3.945181469,-70.35826312,No,73,-,-,"HARRIS, Joanne M. 1967. The ceramic sequence at Cushillococha. Master´s thesis, University of Illinois, Urbana. // MYERS, Thomas. 1981. Hacia la reconstrucción de los patrones pre-históricos comunales en la hoya Amazónica. Pp. 31-63. Amazonía Peruana, Vol. IV, Nº 7. Lima, Perú. "
409,AMA-5,-,Loreto,Mariscal Ramon Castilla,Ramon Castilla,-3.934367723,-70.42120988,No,72,-,-,"HARRIS, Joanne M. 1967. The ceramic sequence at Cushillococha. Master´s thesis, University of Illinois, Urbana. // MYERS, Thomas. 1981. Hacia la reconstrucción de los patrones pre-históricos comunales en la hoya Amazónica. Pp. 31-63. Amazonía Peruana, Vol. IV, Nº 7. Lima, Perú. "
